round_name,round_type,system,bow_type,bow_group,spot_type,score,handicap
WA 1440 (90m),outdoor,metric,compound,compound,,45,111
Hereford / Bristol I,outdoor,metric,recurve,non-compound,,52,111
Hereford / Bristol I,outdoor,metric,compound,compound,,52,111
WA 1440 (60m) / Metric II,outdoor,metric,recurve,non-compound,,67,111
WA 1440 (60m) / Metric II,outdoor,metric,compound,compound,,67,111
Metric III,outdoor,metric,recurve,non-compound,,126,111
Metric III,outdoor,metric,compound,compound,,126,111
Metric IV,outdoor,metric,recurve,non-compound,,294,111
Metric IV,outdoor,metric,compound,compound,,294,111
Metric V,outdoor,metric,recurve,non-compound,,406,111
Metric V,outdoor,metric,compound,compound,,406,111
Long Metric (Men),outdoor,metric,recurve,non-compound,,13,111
Long Metric (Men),outdoor,metric,compound,compound,,13,111
Long Metric (Women) / 1,outdoor,metric,recurve,non-compound,,20,111
Long Metric (Women) / 1,outdoor,metric,compound,compound,,20,111
Long Metric II,outdoor,metric,recurve,non-compound,,30,111
Long Metric II,outdoor,metric,compound,compound,,30,111
Long Metric III,outdoor,metric,recurve,non-compound,,47,111
Long Metric III,outdoor,metric,compound,compound,,47,111
Long Metric IV,outdoor,metric,recurve,non-compound,,81,111
Long Metric IV,outdoor,metric,compound,compound,,81,111
Long Metric V,outdoor,metric,recurve,non-compound,,158,111
Long Metric V,outdoor,metric,compound,compound,,158,111
Short Metric,outdoor,metric,recurve,non-compound,,33,111
Short Metric,outdoor,metric,compound,compound,,33,111
Short Metric I,outdoor,metric,recurve,non-compound,,33,111
Short Metric I,outdoor,metric,compound,compound,,33,111
Short Metric II,outdoor,metric,recurve,non-compound,,38,111
Short Metric II,outdoor,metric,compound,compound,,38,111
Short Metric III,outdoor,metric,recurve,non-compound,,79,111
Short Metric III,outdoor,metric,compound,compound,,79,111
Short Metric IV,outdoor,metric,recurve,non-compound,,213,111
Short Metric IV,outdoor,metric,compound,compound,,213,111
Short Metric V,outdoor,metric,recurve,non-compound,,248,111
Short Metric V,outdoor,metric,compound,compound,,248,111
WA Standard Bow,outdoor,metric,recurve,non-compound,,70,111
WA Standard Bow,outdoor,metric,compound,compound,,70,111
AGB 900-70,outdoor,metric,recurve,non-compound,,32,111
AGB 900-70,outdoor,metric,compound,compound,,32,111
WA 900,outdoor,metric,recurve,non-compound,,49,111
WA 900,outdoor,metric,compound,compound,,49,111
AGB 900-50,outdoor,metric,recurve,non-compound,,83,111
AGB 900-50,outdoor,metric,compound,compound,,83,111
AGB 900-40,outdoor,metric,recurve,non-compound,,156,111
AGB 900-40,outdoor,metric,compound,compound,,156,111
AGB 900-30,outdoor,metric,recurve,non-compound,,322,111
AGB 900-30,outdoor,metric,compound,compound,,322,111
WA 70m,outdoor,metric,recurve,non-compound,,17,111
WA 70m,outdoor,metric,compound,compound,,17,111
WA 60m,outdoor,metric,recurve,non-compound,,24,111
WA 60m,outdoor,metric,compound,compound,,24,111
WA 50m (Barebow) / Metric 122-50,outdoor,metric,recurve,non-compound,,36,111
WA 50m (Barebow) / Metric 122-50,outdoor,metric,compound,compound,,36,111
Metric 122-40,outdoor,metric,recurve,non-compound,,58,111
Metric 122-40,outdoor,metric,compound,compound,,58,111
Metric 122-30,outdoor,metric,recurve,non-compound,,105,111
Metric 122-30,outdoor,metric,compound,compound,,105,111
WA 50m (Compound),outdoor,metric,recurve,non-compound,,16,111
WA 50m (Compound),outdoor,metric,compound,compound,,16,111
Metric 80-40,outdoor,metric,recurve,non-compound,,27,111
Metric 80-40,outdoor,metric,compound,compound,,27,111
WA 1440 (90m),outdoor,metric,recurve,non-compound,,42,112
WA 1440 (90m),outdoor,metric,compound,compound,,42,112
Hereford / Bristol I,outdoor,metric,recurve,non-compound,,49,112
Hereford / Bristol I,outdoor,metric,compound,compound,,49,112
WA 1440 (60m) / Metric II,outdoor,metric,recurve,non-compound,,63,112
WA 1440 (60m) / Metric II,outdoor,metric,compound,compound,,63,112
Metric III,outdoor,metric,recurve,non-compound,,118,112
Metric III,outdoor,metric,compound,compound,,118,112
Metric IV,outdoor,metric,recurve,non-compound,,280,112
Metric IV,outdoor,metric,compound,compound,,280,112
Metric V,outdoor,metric,recurve,non-compound,,387,112
Metric V,outdoor,metric,compound,compound,,387,112
Long Metric (Men),outdoor,metric,recurve,non-compound,,12,112
Long Metric (Men),outdoor,metric,compound,compound,,12,112
Long Metric (Women) / 1,outdoor,metric,recurve,non-compound,,19,112
Long Metric (Women) / 1,outdoor,metric,compound,compound,,19,112
Long Metric II,outdoor,metric,recurve,non-compound,,28,112
Long Metric II,outdoor,metric,compound,compound,,28,112
Long Metric III,outdoor,metric,recurve,non-compound,,44,112
Long Metric III,outdoor,metric,compound,compound,,44,112
Long Metric IV,outdoor,metric,recurve,non-compound,,77,112
Long Metric IV,outdoor,metric,compound,compound,,77,112
Long Metric V,outdoor,metric,recurve,non-compound,,150,112
Long Metric V,outdoor,metric,compound,compound,,150,112
Short Metric,outdoor,metric,recurve,non-compound,,31,112
Short Metric,outdoor,metric,compound,compound,,31,112
Short Metric I,outdoor,metric,recurve,non-compound,,31,112
Short Metric I,outdoor,metric,compound,compound,,31,112
Short Metric II,outdoor,metric,recurve,non-compound,,35,112
Short Metric II,outdoor,metric,compound,compound,,35,112
Short Metric III,outdoor,metric,recurve,non-compound,,74,112
Short Metric III,outdoor,metric,compound,compound,,74,112
Short Metric IV,outdoor,metric,recurve,non-compound,,203,112
Short Metric IV,outdoor,metric,compound,compound,,203,112
Short Metric V,outdoor,metric,recurve,non-compound,,237,112
Short Metric V,outdoor,metric,compound,compound,,237,112
WA Standard Bow,outdoor,metric,recurve,non-compound,,66,112
WA Standard Bow,outdoor,metric,compound,compound,,66,112
AGB 900-70,outdoor,metric,recurve,non-compound,,30,112
AGB 900-70,outdoor,metric,compound,compound,,30,112
WA 900,outdoor,metric,recurve,non-compound,,46,112
WA 900,outdoor,metric,compound,compound,,46,112
AGB 900-50,outdoor,metric,recurve,non-compound,,78,112
AGB 900-50,outdoor,metric,compound,compound,,78,112
AGB 900-40,outdoor,metric,recurve,non-compound,,148,112
AGB 900-40,outdoor,metric,compound,compound,,148,112
AGB 900-30,outdoor,metric,recurve,non-compound,,311,112
AGB 900-30,outdoor,metric,compound,compound,,311,112
WA 70m,outdoor,metric,recurve,non-compound,,15,112
WA 70m,outdoor,metric,compound,compound,,15,112
WA 60m,outdoor,metric,recurve,non-compound,,22,112
WA 60m,outdoor,metric,compound,compound,,22,112
WA 50m (Barebow) / Metric 122-50,outdoor,metric,recurve,non-compound,,34,112
WA 50m (Barebow) / Metric 122-50,outdoor,metric,compound,compound,,34,112
Metric 122-40,outdoor,metric,recurve,non-compound,,55,112
Metric 122-40,outdoor,metric,compound,compound,,55,112
Metric 122-30,outdoor,metric,recurve,non-compound,,98,112
Metric 122-30,outdoor,metric,compound,compound,,98,112
WA 50m (Compound),outdoor,metric,recurve,non-compound,,15,112
WA 50m (Compound),outdoor,metric,compound,compound,,15,112
Metric 80-40,outdoor,metric,recurve,non-compound,,25,112
Metric 80-40,outdoor,metric,compound,compound,,25,112
WA 1440 (90m),outdoor,metric,recurve,non-compound,,39,113
WA 1440 (90m),outdoor,metric,compound,compound,,39,113
Hereford / Bristol I,outdoor,metric,recurve,non-compound,,46,113
Hereford / Bristol I,outdoor,metric,compound,compound,,46,113
WA 1440 (60m) / Metric II,outdoor,metric,recurve,non-compound,,59,113
WA 1440 (60m) / Metric II,outdoor,metric,compound,compound,,59,113
Metric III,outdoor,metric,recurve,non-compound,,111,113
Metric III,outdoor,metric,compound,compound,,111,113
Metric IV,outdoor,metric,recurve,non-compound,,266,113
Metric IV,outdoor,metric,compound,compound,,266,113
Metric V,outdoor,metric,recurve,non-compound,,368,113
Metric V,outdoor,metric,compound,compound,,368,113
Long Metric (Men),outdoor,metric,recurve,non-compound,,11,113
Long Metric (Men),outdoor,metric,compound,compound,,11,113
Long Metric (Women) / 1,outdoor,metric,recurve,non-compound,,18,113
Long Metric (Women) / 1,outdoor,metric,compound,compound,,18,113
Long Metric II,outdoor,metric,recurve,non-compound,,26,113
Long Metric II,outdoor,metric,compound,compound,,26,113
Long Metric III,outdoor,metric,recurve,non-compound,,42,113
Long Metric III,outdoor,metric,compound,compound,,42,113
Long Metric IV,outdoor,metric,recurve,non-compound,,72,113
Long Metric IV,outdoor,metric,compound,compound,,72,113
Long Metric V,outdoor,metric,recurve,non-compound,,142,113
Long Metric V,outdoor,metric,compound,compound,,142,113
Short Metric,outdoor,metric,recurve,non-compound,,29,113
Short Metric,outdoor,metric,compound,compound,,29,113
Short Metric I,outdoor,metric,recurve,non-compound,,29,113
Short Metric I,outdoor,metric,compound,compound,,29,113
Short Metric II,outdoor,metric,recurve,non-compound,,33,113
Short Metric II,outdoor,metric,compound,compound,,33,113
Short Metric III,outdoor,metric,recurve,non-compound,,70,113
Short Metric III,outdoor,metric,compound,compound,,70,113
Short Metric IV,outdoor,metric,recurve,non-compound,,194,113
Short Metric IV,outdoor,metric,compound,compound,,194,113
Short Metric V,outdoor,metric,recurve,non-compound,,227,113
Short Metric V,outdoor,metric,compound,compound,,227,113
WA Standard Bow,outdoor,metric,recurve,non-compound,,62,113
WA Standard Bow,outdoor,metric,compound,compound,,62,113
AGB 900-70,outdoor,metric,recurve,non-compound,,28,113
AGB 900-70,outdoor,metric,compound,compound,,28,113
WA 900,outdoor,metric,recurve,non-compound,,43,113
WA 900,outdoor,metric,compound,compound,,43,113
AGB 900-50,outdoor,metric,recurve,non-compound,,73,113
AGB 900-50,outdoor,metric,compound,compound,,73,113
AGB 900-40,outdoor,metric,recurve,non-compound,,140,113
AGB 900-40,outdoor,metric,compound,compound,,140,113
AGB 900-30,outdoor,metric,recurve,non-compound,,300,113
AGB 900-30,outdoor,metric,compound,compound,,300,113
WA 70m,outdoor,metric,recurve,non-compound,,14,113
WA 70m,outdoor,metric,compound,compound,,14,113
WA 60m,outdoor,metric,recurve,non-compound,,21,113
WA 60m,outdoor,metric,compound,compound,,21,113
WA 50m (Barebow) / Metric 122-50,outdoor,metric,recurve,non-compound,,32,113
WA 50m (Barebow) / Metric 122-50,outdoor,metric,compound,compound,,32,113
Metric 122-40,outdoor,metric,recurve,non-compound,,51,113
Metric 122-40,outdoor,metric,compound,compound,,51,113
Metric 122-30,outdoor,metric,recurve,non-compound,,93,113
Metric 122-30,outdoor,metric,compound,compound,,93,113
WA 50m (Compound),outdoor,metric,recurve,non-compound,,14,113
WA 50m (Compound),outdoor,metric,compound,compound,,14,113
Metric 80-40,outdoor,metric,recurve,non-compound,,23,113
Metric 80-40,outdoor,metric,compound,compound,,23,113
WA 1440 (90m),outdoor,metric,recurve,non-compound,,37,114
WA 1440 (90m),outdoor,metric,compound,compound,,37,114
Hereford / Bristol I,outdoor,metric,recurve,non-compound,,43,114
Hereford / Bristol I,outdoor,metric,compound,compound,,43,114
WA 1440 (60m) / Metric II,outdoor,metric,recurve,non-compound,,55,114
WA 1440 (60m) / Metric II,outdoor,metric,compound,compound,,55,114
Metric III,outdoor,metric,recurve,non-compound,,104,114
Metric III,outdoor,metric,compound,compound,,104,114
Metric IV,outdoor,metric,recurve,non-compound,,253,114
Metric IV,outdoor,metric,compound,compound,,253,114
Metric V,outdoor,metric,recurve,non-compound,,351,114
Metric V,outdoor,metric,compound,compound,,351,114
Long Metric (Men),outdoor,metric,recurve,non-compound,,10,114
Long Metric (Men),outdoor,metric,compound,compound,,10,114
Long Metric (Women) / 1,outdoor,metric,recurve,non-compound,,17,114
Long Metric (Women) / 1,outdoor,metric,compound,compound,,17,114
Long Metric II,outdoor,metric,recurve,non-compound,,25,114
Long Metric II,outdoor,metric,compound,compound,,25,114
Long Metric III,outdoor,metric,recurve,non-compound,,39,114
Long Metric III,outdoor,metric,compound,compound,,39,114
Long Metric IV,outdoor,metric,recurve,non-compound,,68,114
Long Metric IV,outdoor,metric,compound,compound,,68,114
Long Metric V,outdoor,metric,recurve,non-compound,,135,114
Long Metric V,outdoor,metric,compound,compound,,135,114
Short Metric,outdoor,metric,recurve,non-compound,,27,114
Short Metric,outdoor,metric,compound,compound,,27,114
Short Metric I,outdoor,metric,recurve,non-compound,,27,114
Short Metric I,outdoor,metric,compound,compound,,27,114
Short Metric II,outdoor,metric,recurve,non-compound,,31,114
Short Metric II,outdoor,metric,compound,compound,,31,114
Short Metric III,outdoor,metric,recurve,non-compound,,66,114
Short Metric III,outdoor,metric,compound,compound,,66,114
Short Metric IV,outdoor,metric,recurve,non-compound,,186,114
Short Metric IV,outdoor,metric,compound,compound,,186,114
Short Metric V,outdoor,metric,recurve,non-compound,,216,114
Short Metric V,outdoor,metric,compound,compound,,216,114
WA Standard Bow,outdoor,metric,recurve,non-compound,,58,114
WA Standard Bow,outdoor,metric,compound,compound,,58,114
AGB 900-70,outdoor,metric,recurve,non-compound,,26,114
AGB 900-70,outdoor,metric,compound,compound,,26,114
WA 900,outdoor,metric,recurve,non-compound,,40,114
WA 900,outdoor,metric,compound,compound,,40,114
AGB 900-50,outdoor,metric,recurve,non-compound,,69,114
AGB 900-50,outdoor,metric,compound,compound,,69,114
AGB 900-40,outdoor,metric,recurve,non-compound,,132,114
AGB 900-40,outdoor,metric,compound,compound,,132,114
AGB 900-30,outdoor,metric,recurve,non-compound,,289,114
AGB 900-30,outdoor,metric,compound,compound,,289,114
WA 70m,outdoor,metric,recurve,non-compound,,14,114
WA 70m,outdoor,metric,compound,compound,,14,114
WA 60m,outdoor,metric,recurve,non-compound,,20,114
WA 60m,outdoor,metric,compound,compound,,20,114
WA 50m (Barebow) / Metric 122-50,outdoor,metric,recurve,non-compound,,30,114
WA 50m (Barebow) / Metric 122-50,outdoor,metric,compound,compound,,30,114
Metric 122-40,outdoor,metric,recurve,non-compound,,48,114
Metric 122-40,outdoor,metric,compound,compound,,48,114
Metric 122-30,outdoor,metric,recurve,non-compound,,87,114
Metric 122-30,outdoor,metric,compound,compound,,87,114
WA 50m (Compound),outdoor,metric,recurve,non-compound,,13,114
WA 50m (Compound),outdoor,metric,compound,compound,,13,114
Metric 80-40,outdoor,metric,recurve,non-compound,,22,114
Metric 80-40,outdoor,metric,compound,compound,,22,114
WA 1440 (90m),outdoor,metric,recurve,non-compound,,35,115
WA 1440 (90m),outdoor,metric,compound,compound,,35,115
Hereford / Bristol I,outdoor,metric,recurve,non-compound,,40,115
Hereford / Bristol I,outdoor,metric,compound,compound,,40,115
WA 1440 (60m) / Metric II,outdoor,metric,recurve,non-compound,,52,115
WA 1440 (60m) / Metric II,outdoor,metric,compound,compound,,52,115
Metric III,outdoor,metric,recurve,non-compound,,98,115
Metric III,outdoor,metric,compound,compound,,98,115
Metric IV,outdoor,metric,recurve,non-compound,,240,115
Metric IV,outdoor,metric,compound,compound,,240,115
Metric V,outdoor,metric,recurve,non-compound,,333,115
Metric V,outdoor,metric,compound,compound,,333,115
Long Metric (Men),outdoor,metric,recurve,non-compound,,10,115
Long Metric (Men),outdoor,metric,compound,compound,,10,115
Long Metric (Women) / 1,outdoor,metric,recurve,non-compound,,15,115
Long Metric (Women) / 1,outdoor,metric,compound,compound,,15,115
Long Metric II,outdoor,metric,recurve,non-compound,,23,115
Long Metric II,outdoor,metric,compound,compound,,23,115
Long Metric III,outdoor,metric,recurve,non-compound,,36,115
Long Metric III,outdoor,metric,compound,compound,,36,115
Long Metric IV,outdoor,metric,recurve,non-compound,,64,115
Long Metric IV,outdoor,metric,compound,compound,,64,115
Long Metric V,outdoor,metric,recurve,non-compound,,127,115
Long Metric V,outdoor,metric,compound,compound,,127,115
Short Metric,outdoor,metric,recurve,non-compound,,25,115
Short Metric,outdoor,metric,compound,compound,,25,115
Short Metric I,outdoor,metric,recurve,non-compound,,25,115
Short Metric I,outdoor,metric,compound,compound,,25,115
Short Metric II,outdoor,metric,recurve,non-compound,,29,115
Short Metric II,outdoor,metric,compound,compound,,29,115
Short Metric III,outdoor,metric,recurve,non-compound,,62,115
Short Metric III,outdoor,metric,compound,compound,,62,115
Short Metric IV,outdoor,metric,recurve,non-compound,,177,115
Short Metric IV,outdoor,metric,compound,compound,,177,115
Short Metric V,outdoor,metric,recurve,non-compound,,206,115
Short Metric V,outdoor,metric,compound,compound,,206,115
WA Standard Bow,outdoor,metric,recurve,non-compound,,55,115
WA Standard Bow,outdoor,metric,compound,compound,,55,115
AGB 900-70,outdoor,metric,recurve,non-compound,,24,115
AGB 900-70,outdoor,metric,compound,compound,,24,115
WA 900,outdoor,metric,recurve,non-compound,,38,115
WA 900,outdoor,metric,compound,compound,,38,115
AGB 900-50,outdoor,metric,recurve,non-compound,,64,115
AGB 900-50,outdoor,metric,compound,compound,,64,115
AGB 900-40,outdoor,metric,recurve,non-compound,,125,115
AGB 900-40,outdoor,metric,compound,compound,,125,115
AGB 900-30,outdoor,metric,recurve,non-compound,,278,115
AGB 900-30,outdoor,metric,compound,compound,,278,115
WA 70m,outdoor,metric,recurve,non-compound,,13,115
WA 70m,outdoor,metric,compound,compound,,13,115
WA 60m,outdoor,metric,recurve,non-compound,,18,115
